image_path,variant,count,class,landmarks
/app/alphabet/images/5/hand5_5_bot_seg_5_cropped.jpeg,orig,620,5,"[{'x': 0.3044619858264923, 'y': 0.8131855130195618, 'z': 1.5474137171622715e-06}, {'x': 0.48956912755966187, 'y': 0.7640324831008911, 'z': -0.0973617285490036}, {'x': 0.6296860575675964, 'y': 0.6595278978347778, 'z': -0.13632901012897491}, {'x': 0.746130108833313, 'y': 0.5580041408538818, 'z': -0.16941006481647491}, {'x': 0.8633594512939453, 'y': 0.5110615491867065, 'z': -0.20008060336112976}, {'x': 0.5093979239463806, 'y': 0.42669856548309326, 'z': -0.03179752081632614}, {'x': 0.5903143882751465, 'y': 0.28610995411872864, 'z': -0.06523137539625168}, {'x': 0.6345013380050659, 'y': 0.19166938960552216, 'z': -0.10187432914972305}, {'x': 0.664215087890625, 'y': 0.11262243986129761, 'z': -0.13125982880592346}, {'x': 0.39759379625320435, 'y': 0.39984893798828125, 'z': -0.019663602113723755}, {'x': 0.42056190967559814, 'y': 0.22911974787712097, 'z': -0.04374993219971657}, {'x': 0.43453410267829895, 'y': 0.12401416897773743, 'z': -0.0758398175239563}, {'x': 0.4453822672367096, 'y': 0.03505578637123108, 'z': -0.10096016526222229}, {'x': 0.292777955532074, 'y': 0.41003498435020447, 'z': -0.022239182144403458}, {'x': 0.28766798973083496, 'y': 0.2564091682434082, 'z': -0.05406375229358673}, {'x': 0.29404228925704956, 'y': 0.16367082297801971, 'z': -0.08387422561645508}, {'x': 0.30165231227874756, 'y': 0.08284780383110046, 'z': -0.10450604557991028}, {'x': 0.18941670656204224, 'y': 0.4535449743270874, 'z': -0.03621688857674599}, {'x': 0.14311465620994568, 'y': 0.33689194917678833, 'z': -0.07161379605531693}, {'x': 0.11508631706237793, 'y': 0.2574174106121063, 'z': -0.09011214226484299}, {'x': 0.09571436047554016, 'y': 0.17918738722801208, 'z': -0.1009305790066719}]"
/app/alphabet/images/5/hand4_5_bot_seg_1_cropped.jpeg,orig,621,5,"[{'x': 0.41824591159820557, 'y': 0.868147611618042, 'z': 1.1002132396242814e-06}, {'x': 0.6097017526626587, 'y': 0.7952899932861328, 'z': -0.08581750839948654}, {'x': 0.7229150533676147, 'y': 0.6490187644958496, 'z': -0.09981866925954819}, {'x': 0.7817666530609131, 'y': 0.5054438710212708, 'z': -0.10639247298240662}, {'x': 0.8633350133895874, 'y': 0.4304744303226471, 'z': -0.10993656516075134}, {'x': 0.5592447519302368, 'y': 0.43079695105552673, 'z': -0.014133688062429428}, {'x': 0.5903156399726868, 'y': 0.2606816291809082, 'z': -0.03493817150592804}, {'x': 0.591945469379425, 'y': 0.1589338183403015, 'z': -0.062377557158470154}, {'x': 0.5842990875244141, 'y': 0.0725349485874176, 'z': -0.08682943880558014}, {'x': 0.43501991033554077, 'y': 0.41854849457740784, 'z': 0.0009628336993046105}, {'x': 0.42155763506889343, 'y': 0.23358552157878876, 'z': -0.015752285718917847}, {'x': 0.4048091173171997, 'y': 0.12273254990577698, 'z': -0.04584608972072601}, {'x': 0.38435643911361694, 'y': 0.030611425638198853, 'z': -0.06848636269569397}, {'x': 0.3276177644729614, 'y': 0.44612917304039, 'z': 0.0030574253760278225}, {'x': 0.2801550626754761, 'y': 0.2811124324798584, 'z': -0.02376731112599373}, {'x': 0.2551719546318054, 'y': 0.18791581690311432, 'z': -0.054221611469984055}, {'x': 0.2353115677833557, 'y': 0.10484641790390015, 'z': -0.07477711141109467}, {'x': 0.22802063822746277, 'y': 0.5102132558822632, 'z': -0.004708658438175917}, {'x': 0.16707578301429749, 'y': 0.39153245091438293, 'z': -0.03825825825333595}, {'x': 0.13387465476989746, 'y': 0.31523245573043823, 'z': -0.05857826769351959}, {'x': 0.1129973828792572, 'y': 0.23903857171535492, 'z': -0.06987685710191727}]"
/app/alphabet/images/5/hand2_5_dif_seg_4_cropped.jpeg,orig,622,5,"[{'x': 0.5003563165664673, 'y': 0.8159464597702026, 'z': 1.0286636324963183e-06}, {'x': 0.637934684753418, 'y': 0.7237974405288696, 'z': -0.0807977095246315}, {'x': 0.6903318166732788, 'y': 0.5343585014343262, 'z': -0.08828911930322647}, {'x': 0.5923711657524109, 'y': 0.3944372832775116, 'z': -0.08656364679336548}, {'x': 0.46210816502571106, 'y': 0.3681301176548004, 'z': -0.07976029068231583}, {'x': 0.6692968606948853, 'y': 0.4207870364189148, 'z': -0.005878943018615246}, {'x': 0.6952400207519531, 'y': 0.24635186791419983, 'z': -0.018054815009236336}, {'x': 0.6989307403564453, 'y': 0.14124220609664917, 'z': -0.034551993012428284}, {'x': 0.701399564743042, 'y': 0.05727842450141907, 'z': -0.05007334426045418}, {'x': 0.5566257834434509, 'y': 0.4057965576648712, 'z': 0.010442995466291904}, {'x': 0.5431367754936218, 'y': 0.22883811593055725, 'z': 0.008003697730600834}, {'x': 0.5312982201576233, 'y': 0.1141703724861145, 'z': -0.006327013485133648}, {'x': 0.5225288271903992, 'y': 0.028925031423568726, 'z': -0.01800376921892166}, {'x': 0.4645615816116333, 'y': 0.4255490005016327, 'z': 0.012985619716346264}, {'x': 0.4188133478164673, 'y': 0.26508212089538574, 'z': -0.003036417765542865}, {'x': 0.4032254219055176, 'y': 0.15599003434181213, 'z': -0.026993049308657646}, {'x': 0.3879179060459137, 'y': 0.07926586270332336, 'z': -0.04398888722062111}, {'x': 0.3767847418785095, 'y': 0.46924179792404175, 'z': 0.00587413040921092}, {'x': 0.33292466402053833, 'y': 0.3576994836330414, 'z': -0.02147335186600685}, {'x': 0.30155980587005615, 'y': 0.27558860182762146, 'z': -0.040709588676691055}, {'x': 0.2714368402957916, 'y': 0.20949219167232513, 'z': -0.05335479602217674}]"
/app/alphabet/images/5/hand5_5_bot_seg_4_cropped.jpeg,orig,623,5,"[{'x': 0.28183603286743164, 'y': 0.8012300729751587, 'z': 1.8216635453427443e-06}, {'x': 0.46465930342674255, 'y': 0.7471803426742554, 'z': -0.10479364544153214}, {'x': 0.6039000749588013, 'y': 0.6407989263534546, 'z': -0.14830026030540466}, {'x': 0.7257344126701355, 'y': 0.5344089269638062, 'z': -0.185533806681633}, {'x': 0.8646535277366638, 'y': 0.5019145607948303, 'z': -0.21959418058395386}, {'x': 0.4898262917995453, 'y': 0.41219624876976013, 'z': -0.012955479323863983}, {'x': 0.5670672655105591, 'y': 0.2699228823184967, 'z': -0.03315666317939758}, {'x': 0.6090275049209595, 'y': 0.17598718404769897, 'z': -0.061356451362371445}, {'x': 0.6381919384002686, 'y': 0.09980124235153198, 'z': -0.08555343002080917}, {'x': 0.3787771165370941, 'y': 0.3892523944377899, 'z': 0.006681088823825121}, {'x': 0.4016261100769043, 'y': 0.2254435271024704, 'z': -0.0026509896852076054}, {'x': 0.41569429636001587, 'y': 0.12320110201835632, 'z': -0.026917649433016777}, {'x': 0.4294354319572449, 'y': 0.034782588481903076, 'z': -0.04627680405974388}, {'x': 0.27305129170417786, 'y': 0.39820167422294617, 'z': 0.009807026013731956}, {'x': 0.2739570140838623, 'y': 0.24757865071296692, 'z': -0.007113977335393429}, {'x': 0.2805919051170349, 'y': 0.1599273681640625, 'z': -0.03140870854258537}, {'x': 0.2902185320854187, 'y': 0.08253845572471619, 'z': -0.049130670726299286}, {'x': 0.1701250970363617, 'y': 0.4371679127216339, 'z': -9.846462489804253e-06}, {'x': 0.1372900903224945, 'y': 0.32334813475608826, 'z': -0.019305801019072533}, {'x': 0.11623740196228027, 'y': 0.24793262779712677, 'z': -0.03145145997405052}, {'x': 0.10326921939849854, 'y': 0.17374767363071442, 'z': -0.03911052271723747}]"
/app/alphabet/images/5/hand2_5_top_seg_4_cropped.jpeg,orig,624,5,"[{'x': 0.44644296169281006, 'y': 0.8292191624641418, 'z': 1.048041895046481e-06}, {'x': 0.6140173077583313, 'y': 0.7401481866836548, 'z': -0.07102452963590622}, {'x': 0.7167875170707703, 'y': 0.5895017981529236, 'z': -0.08332358300685883}, {'x': 0.7652286887168884, 'y': 0.45569008588790894, 'z': -0.09230207651853561}, {'x': 0.8293349742889404, 'y': 0.3699702322483063, 'z': -0.0998549610376358}, {'x': 0.5552160143852234, 'y': 0.40882331132888794, 'z': -0.007175493519753218}, {'x': 0.5864851474761963, 'y': 0.2551380395889282, 'z': -0.03648379072546959}, {'x': 0.6011059284210205, 'y': 0.16094164550304413, 'z': -0.07004110515117645}, {'x': 0.6101248860359192, 'y': 0.07789358496665955, 'z': -0.09892425686120987}, {'x': 0.44771093130111694, 'y': 0.40324220061302185, 'z': -0.003831135807558894}, {'x': 0.43449604511260986, 'y': 0.23318806290626526, 'z': -0.03395378217101097}, {'x': 0.42670008540153503, 'y': 0.1239861249923706, 'z': -0.0738852322101593}, {'x': 0.41663140058517456, 'y': 0.03311699628829956, 'z': -0.10407853126525879}, {'x': 0.3547345995903015, 'y': 0.4340839087963104, 'z': -0.013233433477580547}, {'x': 0.3109275698661804, 'y': 0.27948373556137085, 'z': -0.056453950703144073}, {'x': 0.28759145736694336, 'y': 0.18147312104701996, 'z': -0.09853535890579224}, {'x': 0.26886382699012756, 'y': 0.09258458018302917, 'z': -0.1267213672399521}, {'x': 0.26922255754470825, 'y': 0.49453920125961304, 'z': -0.03006546013057232}, {'x': 0.2157006859779358, 'y': 0.3866516649723053, 'z': -0.07829422503709793}, {'x': 0.1806628406047821, 'y': 0.31465306878089905, 'z': -0.10840214043855667}, {'x': 0.1529027819633484, 'y': 0.24060100317001343, 'z': -0.12748627364635468}]"
/app/alphabet/images/5/hand1_5_dif_seg_4_cropped.jpeg,orig,625,5,"[{'x': 0.39009690284729004, 'y': 0.847012996673584, 'z': 1.2036991847708123e-06}, {'x': 0.5578454732894897, 'y': 0.773422360420227, 'z': -0.07629247009754181}, {'x': 0.6866616010665894, 'y': 0.6291492581367493, 'z': -0.10347655415534973}, {'x': 0.78632652759552, 'y': 0.5021857023239136, 'z': -0.12432515621185303}, {'x': 0.8837461471557617, 'y': 0.43246468901634216, 'z': -0.14483268558979034}, {'x': 0.5443236827850342, 'y': 0.43521368503570557, 'z': -0.044764354825019836}, {'x': 0.5941469669342041, 'y': 0.27622589468955994, 'z': -0.08079380542039871}, {'x': 0.6161791086196899, 'y': 0.1754705011844635, 'z': -0.11464564502239227}, {'x': 0.6296396851539612, 'y': 0.09195020794868469, 'z': -0.14282052218914032}, {'x': 0.4401954412460327, 'y': 0.41536763310432434, 'z': -0.04299544915556908}, {'x': 0.4534364938735962, 'y': 0.23453359305858612, 'z': -0.07587066292762756}, {'x': 0.45893287658691406, 'y': 0.11907917261123657, 'z': -0.11126229912042618}, {'x': 0.459281861782074, 'y': 0.026508837938308716, 'z': -0.13804258406162262}, {'x': 0.33868706226348877, 'y': 0.4332362115383148, 'z': -0.052315983921289444}, {'x': 0.3160465657711029, 'y': 0.2549760639667511, 'z': -0.09600257128477097}, {'x': 0.3044603765010834, 'y': 0.14260953664779663, 'z': -0.1382787972688675}, {'x': 0.2954007387161255, 'y': 0.05065926909446716, 'z': -0.16730420291423798}, {'x': 0.23934318125247955, 'y': 0.4875781238079071, 'z': -0.06852670013904572}, {'x': 0.17175421118736267, 'y': 0.3663271367549896, 'z': -0.11852101981639862}, {'x': 0.1271064579486847, 'y': 0.2819138169288635, 'z': -0.1495284140110016}, {'x': 0.09277406334877014, 'y': 0.20021608471870422, 'z': -0.16892649233341217}]"
/app/alphabet/images/5/hand5_5_bot_seg_2_cropped.jpeg,orig,626,5,"[{'x': 0.3704586625099182, 'y': 0.796932578086853, 'z': 1.393829847984307e-06}, {'x': 0.5356485247612, 'y': 0.7263853549957275, 'z': -0.07904282957315445}, {'x': 0.653586745262146, 'y': 0.6030433177947998, 'z': -0.10577812790870667}, {'x': 0.755787193775177, 'y': 0.4959697723388672, 'z': -0.12959600985050201}, {'x': 0.8665693402290344, 'y': 0.4559166431427002, 'z': -0.15144065022468567}, {'x': 0.5053662061691284, 'y': 0.39066630601882935, 'z': -0.0018104970222339034}, {'x': 0.5469622611999512, 'y': 0.2473735511302948, 'z': -0.021106677129864693}, {'x': 0.5628031492233276, 'y': 0.15824589133262634, 'z': -0.050422098487615585}, {'x': 0.5700753927230835, 'y': 0.08556303381919861, 'z': -0.07592015713453293}, {'x': 0.39360782504081726, 'y': 0.3806743621826172, 'z': 0.0048225754871964455}, {'x': 0.38969141244888306, 'y': 0.21595005691051483, 'z': -0.008655744604766369}, {'x': 0.3863139748573303, 'y': 0.11504051089286804, 'z': -0.03821257874369621}, {'x': 0.38055962324142456, 'y': 0.029940783977508545, 'z': -0.06194544583559036}, {'x': 0.29358774423599243, 'y': 0.4033489525318146, 'z': -0.002100067911669612}, {'x': 0.26897063851356506, 'y': 0.2554628849029541, 'z': -0.0239122174680233}, {'x': 0.26286381483078003, 'y': 0.16975268721580505, 'z': -0.0516846626996994}, {'x': 0.25972551107406616, 'y': 0.09247356653213501, 'z': -0.07170674204826355}, {'x': 0.201535165309906, 'y': 0.45541051030158997, 'z': -0.019177010282874107}, {'x': 0.15320608019828796, 'y': 0.3417629599571228, 'z': -0.044706154614686966}, {'x': 0.12523499131202698, 'y': 0.26561933755874634, 'z': -0.06025693938136101}, {'x': 0.10749724507331848, 'y': 0.1874607503414154, 'z': -0.07030104845762253}]"
/app/alphabet/images/5/hand5_5_dif_seg_3_cropped.jpeg,orig,627,5,"[{'x': 0.4286836087703705, 'y': 0.758124828338623, 'z': 1.8427036820867215e-06}, {'x': 0.5710664391517639, 'y': 0.677055299282074, 'z': -0.10279690474271774}, {'x': 0.6637059450149536, 'y': 0.5462551712989807, 'z': -0.1482887864112854}, {'x': 0.7363544702529907, 'y': 0.4215242266654968, 'z': -0.1890011429786682}, {'x': 0.8626153469085693, 'y': 0.36536240577697754, 'z': -0.22734422981739044}, {'x': 0.5442124605178833, 'y': 0.3484002947807312, 'z': -0.0013670618645846844}, {'x': 0.5829659104347229, 'y': 0.20344127714633942, 'z': -0.013002576306462288}, {'x': 0.6005969047546387, 'y': 0.10934597253799438, 'z': -0.033913519233465195}, {'x': 0.6097161173820496, 'y': 0.036581337451934814, 'z': -0.05313948169350624}, {'x': 0.4393361508846283, 'y': 0.3469581604003906, 'z': 0.019109072163701057}, {'x': 0.42890438437461853, 'y': 0.19744768738746643, 'z': 0.022262148559093475}, {'x': 0.42049843072891235, 'y': 0.1036507785320282, 'z': 0.007203972432762384}, {'x': 0.4156593680381775, 'y': 0.022428303956985474, 'z': -0.004942886531352997}, {'x': 0.34437811374664307, 'y': 0.3742971420288086, 'z': 0.022579235956072807}, {'x': 0.3145821988582611, 'y': 0.24017786979675293, 'z': 0.017019711434841156}, {'x': 0.2985239028930664, 'y': 0.16026945412158966, 'z': -0.0023142697755247355}, {'x': 0.2877877354621887, 'y': 0.08770126104354858, 'z': -0.017391253262758255}, {'x': 0.2579055428504944, 'y': 0.43321508169174194, 'z': 0.012765868566930294}, {'x': 0.1906389594078064, 'y': 0.3409522473812103, 'z': -0.0005387311102822423}, {'x': 0.1465800702571869, 'y': 0.28090760111808777, 'z': -0.011334889568388462}, {'x': 0.11108264327049255, 'y': 0.21953421831130981, 'z': -0.017882090061903}]"
/app/alphabet/images/5/hand5_5_dif_seg_2_cropped.jpeg,orig,628,5,"[{'x': 0.48997771739959717, 'y': 0.741531252861023, 'z': 1.2209536635054974e-06}, {'x': 0.6458408236503601, 'y': 0.6351524591445923, 'z': -0.06029914319515228}, {'x': 0.7321118116378784, 'y': 0.498629629611969, 'z': -0.08201787620782852}, {'x': 0.7984474897384644, 'y': 0.3762560784816742, 'z': -0.10684318095445633}, {'x': 0.8907560110092163, 'y': 0.3166602551937103, 'z': -0.1299535036087036}, {'x': 0.5335737466812134, 'y': 0.3245525658130646, 'z': 0.03082299418747425}, {'x': 0.5413290858268738, 'y': 0.19217780232429504, 'z': 0.02292972058057785}, {'x': 0.5363842248916626, 'y': 0.10696189105510712, 'z': 0.006228886544704437}, {'x': 0.5268121361732483, 'y': 0.04513823986053467, 'z': -0.00889546051621437}, {'x': 0.4262411594390869, 'y': 0.33345305919647217, 'z': 0.029097670689225197}, {'x': 0.37767109274864197, 'y': 0.1806315928697586, 'z': 0.028383949771523476}, {'x': 0.35166436433792114, 'y': 0.09289611876010895, 'z': 0.017371194437146187}, {'x': 0.33023062348365784, 'y': 0.020348668098449707, 'z': 0.010406422428786755}, {'x': 0.3380497694015503, 'y': 0.3675658702850342, 'z': 0.012831665575504303}, {'x': 0.26654052734375, 'y': 0.23070788383483887, 'z': -0.002159370807930827}, {'x': 0.2389703392982483, 'y': 0.1505153626203537, 'z': -0.017668256536126137}, {'x': 0.21911531686782837, 'y': 0.0801619291305542, 'z': -0.026111235842108727}, {'x': 0.2614605724811554, 'y': 0.4294366240501404, 'z': -0.01280781626701355}, {'x': 0.16980502009391785, 'y': 0.3318897783756256, 'z': -0.03552403673529625}, {'x': 0.11643308401107788, 'y': 0.2660020589828491, 'z': -0.04551887512207031}, {'x': 0.0767781138420105, 'y': 0.19857211410999298, 'z': -0.04889095202088356}]"
/app/alphabet/images/5/hand3_5_dif_seg_4_cropped.jpeg,orig,629,5,"[{'x': 0.5218616127967834, 'y': 0.8606289625167847, 'z': 1.5517259726038901e-06}, {'x': 0.6825115084648132, 'y': 0.7757853865623474, 'z': -0.0809362381696701}, {'x': 0.7815446853637695, 'y': 0.6365684866905212, 'z': -0.11519578099250793}, {'x': 0.8474032282829285, 'y': 0.509402871131897, 'z': -0.14174489676952362}, {'x': 0.922547459602356, 'y': 0.4281976521015167, 'z': -0.16855670511722565}, {'x': 0.6200288534164429, 'y': 0.44325828552246094, 'z': -0.07988804578781128}, {'x': 0.6770229935646057, 'y': 0.2756226360797882, 'z': -0.1279657930135727}, {'x': 0.7058463096618652, 'y': 0.17316550016403198, 'z': -0.16320911049842834}, {'x': 0.7227180600166321, 'y': 0.08738672733306885, 'z': -0.19042915105819702}, {'x': 0.49793776869773865, 'y': 0.43567052483558655, 'z': -0.07994307577610016}, {'x': 0.5057474374771118, 'y': 0.2506462335586548, 'z': -0.1281399130821228}, {'x': 0.5147243738174438, 'y': 0.13210934400558472, 'z': -0.16621021926403046}, {'x': 0.5144822597503662, 'y': 0.034670472145080566, 'z': -0.1925821602344513}, {'x': 0.3879331946372986, 'y': 0.4719795286655426, 'z': -0.08960013836622238}, {'x': 0.32042449712753296, 'y': 0.30527961254119873, 'z': -0.14972107112407684}, {'x': 0.281311959028244, 'y': 0.19555851817131042, 'z': -0.19834260642528534}, {'x': 0.2523708939552307, 'y': 0.10319569706916809, 'z': -0.2286367118358612}, {'x': 0.2911202609539032, 'y': 0.5486095547676086, 'z': -0.10465090721845627}, {'x': 0.18576914072036743, 'y': 0.43686601519584656, 'z': -0.16967608034610748}, {'x': 0.11893466114997864, 'y': 0.36451271176338196, 'z': -0.20588652789592743}, {'x': 0.06658536195755005, 'y': 0.2899320125579834, 'z': -0.22644472122192383}]"
/app/alphabet/images/5/hand2_5_top_seg_2_cropped.jpeg,orig,630,5,"[{'x': 0.4032612442970276, 'y': 0.831652045249939, 'z': 1.2460682228265796e-06}, {'x': 0.5718542337417603, 'y': 0.7584350109100342, 'z': -0.08842269331216812}, {'x': 0.6886780858039856, 'y': 0.6114734411239624, 'z': -0.10586095601320267}, {'x': 0.7533873915672302, 'y': 0.47617173194885254, 'z': -0.11522207409143448}, {'x': 0.8271658420562744, 'y': 0.38788992166519165, 'z': -0.12213043123483658}, {'x': 0.539739191532135, 'y': 0.41901886463165283, 'z': -0.022666307166218758}, {'x': 0.5804913640022278, 'y': 0.26169681549072266, 'z': -0.05137443542480469}, {'x': 0.601051926612854, 'y': 0.166399285197258, 'z': -0.08380046486854553}, {'x': 0.6142946481704712, 'y': 0.08133012056350708, 'z': -0.11181443929672241}, {'x': 0.4343128800392151, 'y': 0.4057551622390747, 'z': -0.00983862578868866}, {'x': 0.4381910264492035, 'y': 0.2368098646402359, 'z': -0.03740698844194412}, {'x': 0.438333660364151, 'y': 0.12571322917938232, 'z': -0.07645339518785477}, {'x': 0.4320199191570282, 'y': 0.03206953406333923, 'z': -0.10649764537811279}, {'x': 0.34001484513282776, 'y': 0.4311861991882324, 'z': -0.010969780385494232}, {'x': 0.30839449167251587, 'y': 0.280889630317688, 'z': -0.0521715022623539}, {'x': 0.2897517681121826, 'y': 0.18534627556800842, 'z': -0.09597420692443848}, {'x': 0.27346837520599365, 'y': 0.09629666805267334, 'z': -0.1255573034286499}, {'x': 0.24960863590240479, 'y': 0.48762789368629456, 'z': -0.021047154441475868}, {'x': 0.20484283566474915, 'y': 0.3827385902404785, 'z': -0.06892971694469452}, {'x': 0.17183679342269897, 'y': 0.3109871447086334, 'z': -0.10173676908016205}, {'x': 0.145685613155365, 'y': 0.23551024496555328, 'z': -0.12266414612531662}]"
/app/alphabet/images/5/hand1_5_bot_seg_1_cropped.jpeg,orig,631,5,"[{'x': 0.40154463052749634, 'y': 0.8683977127075195, 'z': 1.2828467106373864e-06}, {'x': 0.5648036599159241, 'y': 0.7833676934242249, 'z': -0.08878009766340256}, {'x': 0.6862174272537231, 'y': 0.6405714154243469, 'z': -0.12706004083156586}, {'x': 0.7915660738945007, 'y': 0.5164939165115356, 'z': -0.1591828316450119}, {'x': 0.8956713676452637, 'y': 0.4358750283718109, 'z': -0.19006817042827606}, {'x': 0.5174334645271301, 'y': 0.42977556586265564, 'z': -0.05392680689692497}, {'x': 0.5481976270675659, 'y': 0.26133108139038086, 'z': -0.1002189964056015}, {'x': 0.5577256679534912, 'y': 0.1529213786125183, 'z': -0.14451490342617035}, {'x': 0.5622053146362305, 'y': 0.06082713603973389, 'z': -0.17907942831516266}, {'x': 0.40629884600639343, 'y': 0.4197121560573578, 'z': -0.04950764402747154}, {'x': 0.3875387907028198, 'y': 0.24133934080600739, 'z': -0.08781721442937851}, {'x': 0.3713846504688263, 'y': 0.12577885389328003, 'z': -0.12974412739276886}, {'x': 0.3579443097114563, 'y': 0.03195977210998535, 'z': -0.16169795393943787}, {'x': 0.30674049258232117, 'y': 0.44954758882522583, 'z': -0.056972987949848175}, {'x': 0.27202361822128296, 'y': 0.28327810764312744, 'z': -0.09939386695623398}, {'x': 0.25503844022750854, 'y': 0.18055638670921326, 'z': -0.1361498385667801}, {'x': 0.24574504792690277, 'y': 0.0927964448928833, 'z': -0.162209153175354}, {'x': 0.21601566672325134, 'y': 0.5149520039558411, 'z': -0.0737912580370903}, {'x': 0.14322444796562195, 'y': 0.41032493114471436, 'z': -0.11802476644515991}, {'x': 0.09712943434715271, 'y': 0.33663779497146606, 'z': -0.14031559228897095}, {'x': 0.06434035301208496, 'y': 0.26257309317588806, 'z': -0.1535058617591858}]"
/app/alphabet/images/5/hand5_5_dif_seg_5_cropped.jpeg,orig,632,5,"[{'x': 0.5752221345901489, 'y': 0.7482162714004517, 'z': 1.2674114486799226e-06}, {'x': 0.7189233303070068, 'y': 0.6229578256607056, 'z': -0.06579383462667465}, {'x': 0.78349769115448, 'y': 0.4759547710418701, 'z': -0.09000333398580551}, {'x': 0.8329131007194519, 'y': 0.3475341796875, 'z': -0.11666601151227951}, {'x': 0.9095444083213806, 'y': 0.26937663555145264, 'z': -0.1405104547739029}, {'x': 0.5705086588859558, 'y': 0.31061872839927673, 'z': 0.024783065542578697}, {'x': 0.5613359212875366, 'y': 0.17557427287101746, 'z': 0.014870415441691875}, {'x': 0.5466042160987854, 'y': 0.08668693900108337, 'z': 6.158824544399977e-05}, {'x': 0.5293782949447632, 'y': 0.02545267343521118, 'z': -0.012841280549764633}, {'x': 0.4590752124786377, 'y': 0.33126744627952576, 'z': 0.02319072186946869}, {'x': 0.39187461137771606, 'y': 0.1757812649011612, 'z': 0.023291172459721565}, {'x': 0.355673223733902, 'y': 0.08838199079036713, 'z': 0.019740445539355278}, {'x': 0.3257017731666565, 'y': 0.017012029886245728, 'z': 0.019380677491426468}, {'x': 0.3724398612976074, 'y': 0.3777537941932678, 'z': 0.005614689085632563}, {'x': 0.2817552089691162, 'y': 0.24367833137512207, 'z': -0.011669238097965717}, {'x': 0.24455513060092926, 'y': 0.16346228122711182, 'z': -0.020781569182872772}, {'x': 0.21689894795417786, 'y': 0.09416037797927856, 'z': -0.023693371564149857}, {'x': 0.3014412522315979, 'y': 0.4536016881465912, 'z': -0.02223176322877407}, {'x': 0.18914487957954407, 'y': 0.36885911226272583, 'z': -0.05096237733960152}, {'x': 0.1201242208480835, 'y': 0.31067362427711487, 'z': -0.06025273725390434}, {'x': 0.06640085577964783, 'y': 0.24921034276485443, 'z': -0.06126227602362633}]"
/app/alphabet/images/5/hand2_5_dif_seg_3_cropped.jpeg,orig,633,5,"[{'x': 0.48271238803863525, 'y': 0.8093761801719666, 'z': 1.1197131470908062e-06}, {'x': 0.6186001896858215, 'y': 0.7257620096206665, 'z': -0.09704923629760742}, {'x': 0.6727079749107361, 'y': 0.5427074432373047, 'z': -0.10608980059623718}, {'x': 0.573786735534668, 'y': 0.4029983878135681, 'z': -0.10096995532512665}, {'x': 0.44967854022979736, 'y': 0.3704034686088562, 'z': -0.08938662707805634}, {'x': 0.6711380481719971, 'y': 0.4139297604560852, 'z': -0.010469045490026474}, {'x': 0.7044878602027893, 'y': 0.2394915372133255, 'z': -0.017626963555812836}, {'x': 0.7108101844787598, 'y': 0.13564643263816833, 'z': -0.03154614195227623}, {'x': 0.7149638533592224, 'y': 0.05180090665817261, 'z': -0.044754162430763245}, {'x': 0.5620211958885193, 'y': 0.3994528651237488, 'z': 0.017635364085435867}, {'x': 0.5603525638580322, 'y': 0.22505182027816772, 'z': 0.023514235392212868}, {'x': 0.5509617328643799, 'y': 0.11188089847564697, 'z': 0.011427697725594044}, {'x': 0.5430288314819336, 'y': 0.027343302965164185, 'z': 0.001249188557267189}, {'x': 0.46901363134384155, 'y': 0.41870206594467163, 'z': 0.03054932877421379}, {'x': 0.4299079179763794, 'y': 0.2635556757450104, 'z': 0.021989649161696434}, {'x': 0.4138316512107849, 'y': 0.1594630479812622, 'z': -0.0015200035413727164}, {'x': 0.39781060814857483, 'y': 0.08352836966514587, 'z': -0.0183445792645216}, {'x': 0.3769715428352356, 'y': 0.4622514247894287, 'z': 0.03227944299578667}, {'x': 0.32985854148864746, 'y': 0.35527679324150085, 'z': 0.010206048376858234}, {'x': 0.29870837926864624, 'y': 0.2774878740310669, 'z': -0.0076516661792993546}, {'x': 0.2694180905818939, 'y': 0.21116405725479126, 'z': -0.01871834695339203}]"
